accx,accy,accz,pres,temp,alt,velv,accv,act,time,state
42.27,3.46,44.11,82.02,54.5,2136.95,390.64,-37.93,0,1523,0
42.11,4.84,43.53,81.82,54.44,2146.4,260.25,-35.59,0,1610,0
41.91,5.03,41.98,81.46,54.5,2165.39,223.85,-28.83,0,1639,0
41.79,2.55,41.52,80.84,54.5,2179.06,342.78,-23.07,0,1690,0
41.57,-0.76,41.54,80.36,54.44,2209.29,458.41,-19.71,0,1740,0
41.76,-2.25,41.14,79.84,54.5,2248.6,610.71,-16.7,0,1794,0
41.59,-6.12,41.85,79.46,54.5,2297.46,741.05,-16.76,0,1842,0
42.07,-8.6,42.85,79.17,54.5,2346.33,859.2,-20.5,0,1894,0
41.26,-3.2,43.23,78.84,54.5,2402.2,942.74,-28.23,0,1946,0
42.04,14.7,43.32,78.3,54.5,2462.98,1029.96,-45.48,0,2000,0
39.8,-9.31,45.37,78.06,54.5,2526.4,1074.29,-38.32,0,2048,0
33.85,7.83,46.17,77.79,54.5,2582.66,1094.52,-52.08,0,2099,0
35.41,-9.26,47.42,77.25,54.5,2644.09,1121.59,-53.4,0,2149,0
32.9,22.06,47.4,77.19,54.5,2700.7,1097.97,-60.22,0,2203,0
31.2,-1.84,47.19,76.25,54.5,2766.13,1128.93,-55.83,0,2250,0
24.18,8.27,47.09,76.36,54.5,2818.7,1097.13,-49.39,0,2301,0
28.59,-3.77,46.5,74.34,54.5,2891.73,1243.23,-52.06,0,2352,0
27.07,11.51,46.52,76.05,54.5,2947.69,1141.82,-45.55,0,2407,0
29,13.5,46.68,74.04,54.5,3019.49,1201.26,-46.29,0,2456,0
31.31,-45.23,44.08,76.69,54.5,3056.15,945.08,-69.55,0,2507,0
31.69,7.62,45.41,76.94,54.5,3078.36,666.62,-40.44,0,2558,0
27,-23.59,42.78,76.91,54.56,3086.46,394.25,-52.79,0,2611,0
24.33,-4.9,44.48,76.74,54.56,3083.55,157.36,-37.88,0,2659,0
20.11,-2.98,44.87,76.41,54.5,3071.41,-55.34,-38.54,0,2710,0
16.89,-30.43,43.26,75.83,54.5,3055.32,-188.72,-49.17,0,2760,0
19.16,-9.07,44.12,75.31,54.5,3038.38,-263.49,-38.76,0,2814,0
16.55,2,44.46,74.25,54.5,3026.41,-239.52,-31.72,0,2862,0
14.22,-45.56,40.85,74.95,54.5,3012.27,-265.81,-52.34,0,2914,0
16.91,6.04,40.78,75.1,54.5,2995.66,-289.8,-13.61,0,2966,0
15.33,-6.29,40.61,75.09,54.5,2978.85,-303.49,-18.63,0,3020,0
15.33,-24.57,39.01,75.04,54.44,2961.97,-305.1,-28.06,0,3068,0
14.16,2.47,40.12,74.79,54.5,2949.52,-278.22,-9.47,0,3119,0
11.02,-30.08,38.22,74.52,54.5,2939.94,-229.79,-27.79,0,3169,0
10.22,-3.32,39.78,74.34,54.5,2934.63,-164.64,-10.75,0,3223,0
7.66,-25.11,38.78,74.01,54.5,2934.1,-85.09,-24.2,0,3270,0
6.81,-14.82,39.49,73.87,54.44,2939.14,12.8,-17.32,0,3321,0
5.74,-5.46,40.41,73.73,54.5,2949.18,105.39,-12.4,0,3372,0
3.9,-19,39.67,73.59,54.5,2964.09,198,-21.72,0,3426,0
3.86,1.93,42.26,73.52,54.56,2983.84,280.14,-13.63,0,3474,0
3.29,-21.17,42.11,73.38,54.5,3006,367.83,-30.69,0,3525,0
2.8,-0.67,44.14,73.25,54.5,3033.06,445.2,-24.2,0,3576,0
2.52,-10.38,44.78,73.02,54.5,3063.99,520.79,-32.62,0,3630,0
-0.48,-4.88,45.79,72.82,54.44,3099.94,587.48,-31.1,0,3678,0
-0.93,-2.5,46.33,72.55,54.5,3135.97,662.62,-33.46,0,3729,0
-3.51,-15.55,46.43,72.25,54.5,3177.54,731.77,-33.64,0,3780,0
-5.43,3.82,46.34,72.16,54.5,3221.36,787.7,-30.48,0,3834,0
-7.5,-9.21,45.75,71.98,54.5,3269.48,831.23,-25.85,0,3882,0
-7.32,3.69,45.34,71.9,54.5,3313.53,866.02,-25.15,0,3933,0
-9.52,6.05,44.1,71.81,54.5,3360.53,885.13,-19.58,0,3984,0
-11.9,-5.3,43.01,71.74,54.5,3407.11,890.95,-5.8,0,4035,0
-12.97,12.75,40.33,71.54,54.5,3453.29,889.82,-7.78,0,4089,0
-12.19,-0.38,35.59,71.31,54.5,3501.59,884.37,7.05,1,4137,0
-13.62,8.84,36.4,71.12,54.5,3543.65,872.67,7.01,1,4189,0
-14.57,4.25,33.68,70.9,54.5,3588.26,858.26,18.84,1,4239,0
-14.87,-3.34,32.7,70.72,54.5,3629.8,838.06,27.24,1,4293,0
-14.44,11.41,31.37,70.62,54.5,3672.77,810.49,24.74,0,4341,0
-15.07,-3.64,30.63,70.52,54.5,3708.57,772.29,33.14,0,4392,0
-15.12,0.51,29.99,70.45,54.5,3744.09,728.86,33.01,0,4444,1
-14.16,2.68,30.16,70.29,54.5,3777.81,683.65,32.91,0,4510,1
-13.97,-10.27,30.72,70.1,54.5,3818.54,645.86,27.37,0,4547,1
-13.85,-4.31,32.29,69.92,54.5,3837.9,579.59,25.05,0,4598,1
-13.28,-12.28,34.27,69.68,54.5,3863.41,535.57,14.19,0,4648,1
-12.88,-11.67,35.87,69.47,54.5,3886.38,493.3,8.8,0,4702,1
-11.7,-8.42,38.84,69.35,54.5,3909.12,453.1,-0.12,0,4750,1
-11.63,-12.07,40.93,69.23,54.44,3926.91,407.72,-10.76,0,4800,1
-10.83,-6.04,43.41,69.12,54.44,3943.34,364.12,-16.48,0,4851,2
-10.25,-4.62,44.52,68.97,54.5,3958.2,323.89,-23.15,0,4916,2
-9.24,-4.74,46.25,68.81,54.5,3975.78,293.24,-28.07,1,4954,2
-9.68,1.38,45.27,68.63,54.5,3983.97,251.14,-26.89,1,5006,2
-9.47,0.36,45.43,68.39,54.44,3994.82,226.96,-24.8,1,5057,2
-9.61,3.41,44.22,68.21,54.5,4004.72,208.02,-20.32,1,5111,2
-9.71,7.21,41.81,68.04,54.5,4014.74,194.7,-14.44,1,5159,2
-9.38,7.54,40.01,67.9,54.5,4023.22,184.01,-6.51,0,5209,2
-9.96,9.86,36.83,67.82,54.5,4031.69,175.59,3.96,0,5260,2
-10.71,10.25,33.67,67.71,54.5,4040.18,170.3,13.73,0,5313,2
-10.95,5.36,32.13,67.52,54.5,4049.29,170.91,24.14,0,5361,2
-11.34,3.52,30.59,67.34,54.5,4058.08,176.99,29.45,0,5412,2
-11.11,0.03,29.09,67.13,54.5,4068.25,188.39,30.99,0,5464,2
-11.33,-5.96,29.82,66.94,54.56,4079.71,204.44,30.53,0,5531,2
-11.05,-3.74,30.65,66.81,54.5,4095.21,218.15,27.91,0,5585,2
-10.04,-3.51,32.15,66.7,54.5,4108.85,234.95,22.3,0,5618,2
-9.63,-8.8,33.71,66.59,54.5,4118.52,262.99,10.69,0,5669,2
-8.84,-5.48,38.84,66.48,54.5,4133.96,281.57,2.8,0,5723,2
-7.45,-4.46,41.83,66.31,54.44,4151.36,299.84,-11.54,0,5770,2
-7.34,-6.26,43.18,66.11,54.5,4168.01,324.67,-20.97,1,5821,2
-6.85,-5,45.57,65.95,54.5,4187.25,348.14,-27.24,1,5871,2
-6.36,-0.94,46.35,65.79,54.5,4207.46,373.19,-29.38,1,5925,2
-6.97,-1,45.5,65.62,54.5,4230.48,396.69,-27.42,1,5973,2
-6.21,2.86,42.83,65.52,54.5,4252.26,422.26,-22.9,1,6054,2
-6.92,7.1,40.43,65.38,54.5,4288.98,434.47,-16.43,1,6077,2
-7.02,7.95,38.91,65.24,54.5,4301.46,486.26,-7.34,1,6128,2
-7.49,9.74,36.79,65.11,54.5,4328.74,508.11,2.24,0,6176,2
-8.56,8.38,33.44,64.96,54.5,4355.56,531.12,12.82,0,6227,2
-8.58,5.17,28.86,64.79,54.5,4385.04,552.52,19.55,0,6279,2
-8.81,3,30.6,64.65,54.5,4416,572.13,27.97,0,6332,2
-8.85,1.73,29.97,64.49,54.5,4448.4,590,31.13,0,6380,2
-8.91,-5.06,28.09,64.34,54.44,4478.59,607.33,27.28,0,6431,2
-8.35,-5.51,29.68,64.2,54.5,4511.25,621.54,23.25,0,6482,2
-7.88,-6.41,33.14,64.07,54.5,4544.37,632.95,16.62,0,6533,2
-6.75,-10.2,35.31,63.93,54.5,4577.82,641.31,4.76,1,6587,2
-6.62,-10.88,38.01,63.79,54.5,4613.36,646.1,-5.52,1,6635,2
-5.65,-7.61,41.14,63.67,54.5,4644.97,648.49,-14.18,1,6686,2
-4.96,-6.52,43.21,63.52,54.44,4678.42,647.93,-22.85,1,6737,2
-4.63,-5.19,44.36,63.37,54.5,4711.68,645.7,-28.09,1,6792,2
-4.59,-0.65,41.93,63.28,54.44,4746.99,639.39,-27.77,1,6840,2
-4.34,3.93,44.94,63.16,54.44,4777.24,630.47,-29.01,1,6891,2
-4.65,4.52,42.4,63.06,54.44,4808.67,619.31,-22.55,1,6941,2
-5,6.35,38.75,62.97,54.5,4838.63,605.54,-14.43,1,6995,2
-5.54,8.36,36.92,62.88,54.44,4870,589.89,-5.63,1,7044,2
-5.69,9.27,33.57,62.78,54.44,4897.36,571.27,3.5,0,7096,2
-6.22,7.22,31.88,62.66,54.44,4925.38,552.71,13.64,0,7147,2
-6.33,5.41,28.38,62.51,54.44,4951.87,533.98,20.06,0,7201,2
-6.77,3.74,26.36,62.31,54.44,4979.16,518.03,24.35,0,7249,2
-6.53,-0.14,24.61,62.14,54.44,5002.56,501.11,25.25,0,7300,2
-6.37,-3.42,25.93,61.97,54.44,5026.74,486.06,24.04,1,7350,2
-6.02,-5.93,27.75,61.83,54.5,5049.7,470.97,18.97,1,7404,2
-5.59,-6.04,28.35,61.68,54.44,5073.81,456.89,11.28,1,7451,2
-5.1,-6.94,30.67,61.53,54.44,5094.03,441.45,2.54,1,7502,2
-4.65,-8.33,33.34,61.38,54.44,5115.37,427.54,-7.15,1,7554,2
-4.09,-7.75,34.87,61.23,54.44,5136.52,414.54,-15.39,1,7609,2
-3.56,-4.48,36.61,61.07,54.44,5158.34,402.78,-21.27,1,7657,2
-3.29,-1.42,36.02,60.91,54.44,5176.85,391.43,-24.06,1,7708,2
-3.14,0.4,35.96,60.74,54.38,5196.16,382.31,-25.2,1,7759,2
-3.2,3.34,34.06,60.58,54.44,5215.19,375.12,-22.85,1,7812,2
-3,6.38,31.41,60.41,54.44,5234.78,369.96,-17.64,1,7860,2
-3.55,8.19,27.5,60.24,54.38,5252.44,366.93,-10.74,1,7911,2
-3.85,8.66,24.45,60.06,54.44,5271.31,366.7,-3.61,1,7961,2
-4.14,8.33,20.62,59.9,54.44,5289.99,368.64,2.92,1,8027,2
-4.2,5.61,16.54,59.55,54.44,5315.37,375.56,10.51,1,8110,2
-4.17,3.91,14.69,59.35,54.44,5347.74,382.06,13.27,1,8165,2
-3.8,1.02,13.64,59.35,54.44,5369.46,387.41,13.98,1,8189,2
-3.31,-2.35,13.58,59.24,54.44,5379.51,401.81,12.39,1,8236,2
-2.61,-4.96,13.85,59.09,54.44,5399.35,410.59,8.41,1,8290,2
-2.44,-6.67,16.16,58.88,54.44,5422.74,420.41,4.17,1,8339,2
-1.72,-6.7,18.28,58.67,54.44,5444.8,433.51,-2.19,1,8390,2
-1.34,-5.71,20.84,58.46,54.44,5468.61,448.22,-7.1,1,8441,2
-0.98,-4.82,22.98,58.46,54.44,5492.76,458.55,-12.14,1,8494,2
-0.63,-3.77,24.75,58.36,54.44,5518.21,466.9,-16.43,1,8542,2
-0.26,-1.98,25.38,58.2,54.44,5541.84,477.04,-18.82,1,8594,2
-0.3,1.77,25.03,58.08,54.44,5567.81,485.6,-19.05,1,8646,2
-0.15,4.1,24.77,57.96,54.38,5594.15,493.45,-18.95,1,8700,2
-0.22,6.34,22.93,57.82,54.44,5621.86,500.65,-16.89,1,8748,2
-0.39,8.41,20.47,57.7,54.44,5646.9,508.76,-14.17,1,8799,2
-0.36,9.93,17.78,57.57,54.38,5673.8,515.71,-11.24,1,8850,2
-0.84,10.99,15.39,57.44,54.44,5701.03,522.54,-7.32,1,8903,2
-1.1,9.79,12.87,57.31,54.44,5729.58,528.46,-2.98,1,8951,2
-1.25,8.31,10.93,57.2,54.38,5755.71,534.34,0.72,1,9001,2
-1.48,6.95,9.69,57.07,54.44,5783.13,539.52,3.73,1,9052,2
-1.6,4.95,8.36,56.98,54.44,5811.22,543.22,5.8,1,9107,2
-1.63,2.78,7.72,56.86,54.44,5841.54,545.5,7.13,1,9156,2
-1.71,1.02,7.43,56.73,54.44,5868.66,547.64,7.48,1,9207,2
-1.76,-0.77,7.39,56.62,54.44,5896.87,548.62,6.93,1,9258,2
-1.4,-3.75,7.57,56.5,54.38,5925.01,548.31,4.82,1,9312,2
-1.28,-5.5,8.44,56.39,54.44,5954.69,546.98,2.65,1,9360,2
-0.94,-6.05,9.93,56.28,54.44,5980.9,544.48,0.1,1,9410,2
-0.81,-6.29,11.59,56.16,54.38,6008,541.05,-2.22,1,9461,2
-0.38,-6.46,13.19,56.04,54.44,6035.42,537.17,-5.07,1,9511,2
-0.06,-6.31,14.84,55.92,54.44,6062.04,532.46,-7.84,1,9565,2
0.06,-5.43,16.24,55.81,54.38,6090.45,526.84,-10.01,1,9614,2
0.42,-4.32,17.71,55.7,54.38,6115.82,519.94,-12.25,1,9666,2
0.59,-2.91,18.99,55.59,54.38,6142.34,512.51,-14.08,1,9717,2
0.69,-0.77,19.42,55.48,54.38,6167.91,504.48,-14.95,1,9771,2
0.79,1.8,18.83,55.37,54.38,6194.52,496.12,-14.95,1,9819,2
0.72,3.59,17.95,55.25,54.38,6217.66,486.76,-14.62,1,9870,2
0.75,5.09,16.87,55.15,54.38,6241.77,477.44,-13.94,1,9920,2
0.5,6.62,15.09,55.03,54.44,6264.95,468.32,-12.57,1,9974,2
0.51,8.02,13.16,54.92,54.38,6289.49,459.22,-11.28,1,10021,2
0.37,9.74,11.13,54.81,54.38,6310.31,449.02,-10.31,1,10072,2
0.34,10.39,8.84,54.71,54.38,6332.44,439.53,-8.8,1,10123,2
0.08,10.59,6.21,54.6,54.38,6354.08,430.09,-7.29,1,10177,2
0.04,9.99,4.42,54.48,54.38,6376.57,421.45,-5.56,0,10225,2
-0.17,8.78,2.56,54.37,54.44,6396.09,412.45,-3.9,0,10276,2
-0.25,7.28,1.34,54.28,54.38,6416.36,403.4,-2.4,0,10327,2
-0.42,5.38,0.15,54.18,54.38,6436.18,394.52,-1.35,0,10381,2
-0.46,3.28,-0.53,54.09,54.38,6456.72,386.04,-0.55,0,10429,2
-0.51,1.26,-0.54,53.99,54.44,6474.5,376.88,-0.11,0,10481,2
-0.44,-0.46,-0.42,53.9,54.38,6493.35,368.3,-0.27,0,10531,2
-0.33,-1.68,0.35,53.77,54.38,6511.1,360.42,-0.33,0,10585,2
-0.2,-3.3,1.32,53.68,54.38,6529.9,353.02,-1,0,10633,2
-0.1,-4.45,2.19,53.58,54.38,6546.22,345.23,-1.97,0,10684,2
0.13,-5.23,4,53.49,54.38,6563.24,338.09,-2.78,0,10735,2
0.4,-6.3,5.23,53.4,54.38,6579.91,331.19,-4.53,0,10789,2
0.55,-6.36,6.46,53.31,54.38,6597.24,324.75,-5.67,0,10837,2
0.85,-5.99,8.19,53.21,54.38,6612.32,318.08,-6.86,0,10889,2
1.01,-5.27,9.64,53.11,54.38,6628.42,312.42,-8.15,0,10940,2
1.19,-3.78,11.19,53.01,54.38,6643.96,307.23,-9.05,0,10991,2
1.32,-1.96,12.41,52.92,54.38,6659.3,302.6,-9.9,0,11044,2
1.47,0.13,12.84,52.83,54.44,6675.07,298.62,-10.41,0,11092,2
1.54,1.99,12.97,52.74,54.31,6689.13,294.43,-10.9,0,11144,2
1.45,3.8,12.44,52.63,54.38,6704.3,291.69,-10.91,0,11196,2
1.52,5,12.24,52.53,54.38,6719.39,289.54,-11.24,0,11250,2
1.45,6.37,11.1,52.44,54.31,6734.97,287.66,-10.89,0,11298,2
1.37,7.74,9.88,52.35,54.38,6748.79,286.45,-10.65,0,11349,2
1.33,8.78,8.66,52.28,54.38,6763.41,285.3,-10.4,0,11400,2
1.34,9.45,7.25,52.18,54.38,6778.06,285.02,-9.87,0,11453,2
1.19,10.1,5.41,52.07,54.38,6793.38,285.75,-9.4,0,11501,2
1.26,10.36,3.96,51.99,54.38,6807.34,287.07,-9,0,11551,2
1.15,10.45,2.58,51.9,54.38,6821.98,288.69,-8.49,0,11602,2
0.92,9.88,0.71,51.82,54.38,6837.01,290.56,-7.74,0,11657,2
0.89,9.34,-0.68,51.72,54.38,6853.36,292.75,-7.24,0,11706,2
0.86,8.18,-2.01,51.62,54.38,6868.15,296.08,-6.57,0,11757,2
0.79,7.06,-3.16,51.54,54.38,6883.72,299.65,-6.09,0,11808,2
0.84,5.2,-4.06,51.45,54.38,6899.51,303.46,-5.5,0,11862,2
0.72,4.12,-4.56,51.37,54.38,6916.4,307.05,-5.11,0,11910,2
0.62,2.98,-4.86,51.3,54.38,6931.65,311.26,-4.68,0,11960,2
0.77,1.45,-4.68,51.22,54.38,6947.74,315.42,-4.29,0,12011,2
0.84,0.07,-4.67,51.14,54.38,6964.35,319.52,-4.29,0,12064,2
0.87,-0.92,-4.34,51.04,54.38,6981.87,323.88,-4.15,0,12112,2
1.1,-2.3,-3.68,50.95,54.38,6998.02,329.05,-4.27,0,12164,2
1.1,-3.09,-2.96,50.86,54.38,7015.74,333.82,-4.21,0,12216,2
1.09,-3.86,-1.97,50.79,54.38,7033.7,338.45,-4.18,0,12270,2
1.38,-4.73,-1.02,50.71,54.38,7052.55,342.61,-4.65,0,12318,2
1.41,-5.35,0.33,50.62,54.31,7069.58,347.48,-4.89,0,12369,2
1.51,-5.53,1.56,50.54,54.38,7087.89,352.05,-5.11,0,12420,2
1.53,-5.47,2.63,50.46,54.38,7106.41,356.35,-5.38,0,12470,2
1.73,-5.28,4.09,50.37,54.38,7124.81,361.01,-5.79,0,12524,2
1.78,-5.21,5.03,50.29,54.38,7144.86,364.83,-6.33,1,12571,2
1.87,-4.25,6.21,50.22,54.38,7162.52,369.01,-6.44,1,12622,2
2.11,-3.86,7.61,50.15,54.31,7181.78,372.03,-7.37,1,12673,2
2.22,-2.71,8.4,50.06,54.38,7201.23,375.33,-7.63,1,12727,2
2.3,-1.82,9.03,49.99,54.38,7221.93,377.87,-8.08,1,12775,2
2.31,-0.37,9.56,49.92,54.38,7240.43,380.34,-8.32,1,12826,2
2.37,0.95,9.69,49.84,54.38,7260.18,382.35,-8.53,1,12877,2
2.46,1.91,9.84,49.75,54.38,7280.03,384.33,-8.94,1,12931,2
2.42,3.64,9.4,49.65,54.31,7301.12,386.05,-8.9,1,12980,2
2.47,4.62,9.12,49.56,54.38,7320.39,388.16,-9.23,1,13031,2
2.66,5.67,9.08,49.49,54.38,7340.48,389.64,-9.82,1,13081,2
2.7,6.72,8.29,49.41,54.31,7360.23,390.86,-9.88,1,13161,2
2.62,7.62,7.36,49.33,54.38,7391.68,390.28,-9.82,1,13184,2
2.46,8.91,6.49,49.27,54.38,7400.79,391.95,-10.08,0,13232,2
2.5,9.49,5.6,49.21,54.38,7419.72,391.72,-10.12,0,13283,2
2.35,10.48,4.37,49.14,54.31,7439.75,390.68,-10.29,0,13337,2
2.43,10.81,3.37,49.06,54.38,7460.87,389.41,-10.28,0,13385,2
2.29,10.98,2.34,48.98,54.38,7479.57,388.04,-10.02,0,13436,2
2.3,10.92,0.92,48.91,54.38,7499.33,386.33,-9.79,0,13487,2
2.32,10.58,-0.33,48.84,54.38,7518.96,384.21,-9.47,0,13541,2
2.28,9.89,-1.7,48.77,54.38,7539.58,381.59,-8.97,0,13590,2
2.29,9.08,-2.75,48.7,54.38,7558.12,378.62,-8.54,0,13641,2
2.08,8.04,-3.82,48.62,54.38,7577.25,375.52,-8.02,0,13691,2
2,7.01,-4.46,48.56,54.38,7595.82,372.06,-7.49,0,13745,2
1.97,6.2,-4.88,48.5,54.38,7615.63,368.21,-7.06,0,13794,2
2,5.18,-5.13,48.44,54.31,7633.33,363.44,-6.56,0,13846,2
2,4.21,-5.44,48.36,54.38,7651.89,358.88,-6.23,0,13897,2
2.07,3.09,-5.64,48.3,54.38,7669.81,353.97,-5.97,0,13948,2
1.92,1.97,-5.84,48.23,54.38,7687.48,348.96,-5.77,1,14002,2
2.06,1.2,-5.56,48.16,54.38,7705.91,343.96,-5.44,1,14050,2
2.15,-0.11,-5.34,48.08,54.38,7722.02,338.68,-5.35,1,14100,2
2.14,-1.08,-4.95,48.01,54.38,7738.54,333.48,-5.22,1,14151,2
2.2,-2.14,-4.6,47.94,54.38,7755.13,328.27,-5.34,1,14204,2
2.28,-3,-3.9,47.86,54.38,7772.13,323.36,-5.32,1,14264,2
2.25,-3.79,-2.96,47.73,54.31,7791.24,319.87,-5.22,1,14338,2
2.43,-4.49,-2.01,47.73,54.38,7814.41,315.32,-5.37,1,14361,2
2.56,-4.94,-1.27,47.67,54.38,7821.18,303.87,-5.58,1,14413,2
2.63,-5.34,-0.09,47.6,54.38,7836.55,298.64,-5.72,1,14461,2
2.64,-5.01,1.05,47.54,54.38,7850.45,293.08,-5.45,1,14511,2
2.87,-5.24,2.09,47.47,54.38,7864.67,287.78,-5.91,1,14562,2
2.84,-5.02,3.24,47.4,54.38,7878.94,282.8,-6.02,1,14617,2
2.96,-4.64,4.18,47.35,54.38,7894.05,277.75,-6.24,1,14666,2
1.78,-3.76,4.92,47.05,54.38,7907.81,278.4,-5.34,1,14717,2
0.62,-2.99,5.52,46.36,54.38,7923.72,294.3,-4.57,1,14768,2
1,-2.35,6.53,46.21,54.38,7940.64,312.2,-5.17,1,14835,2
3.04,-3.65,7.03,46.12,54.38,7963.49,325.45,-7.8,1,14916,2
3.43,-2.08,7.68,46.24,54.31,7991.18,332.38,-7.96,1,14970,2
3.15,-0.25,7.73,46.24,54.38,8010.25,341.6,-7.4,1,14993,2
3.47,0.38,8.58,46.82,54.38,8017.66,330.89,-8.31,1,15054,2
3.62,1.26,8.83,46.78,54.31,8037.32,325.33,-8.7,1,15092,2
3.52,2.34,8.86,46.72,54.31,8049.17,317.47,-8.84,1,15144,2
3.73,3.34,8.86,46.66,54.38,8065.17,311.41,-9.26,1,15196,2
3.6,4.62,8.38,46.6,54.31,8080.83,305.08,-9.22,1,15247,2
3.71,5.54,8.17,46.53,54.31,8095.86,298.8,-9.59,1,15301,2
3.78,6.38,7.65,46.46,54.38,8111.5,293,-9.75,1,15349,2
3.71,7.43,6.84,46.4,54.31,8125.06,286.62,-9.83,1,15400,2
3.72,7.71,6.05,46.34,54.31,8139.17,280.54,-9.69,1,15450,2
3.53,8.87,5.19,46.3,54.38,8152.67,274.19,-9.95,1,15504,2
2.27,9.25,4.19,46.05,54.38,8167.42,272.64,-9.06,1,15551,2
1.95,9.68,3.5,45.4,54.38,8181.62,286.44,-8.99,1,15602,2
2.01,8.85,3.26,45.25,54.31,8197.82,301,-8.35,1,15653,2
1.56,9.68,1.56,45.21,54.31,8214.69,314.87,-8.42,1,15708,2
2.03,10.42,1.05,45.16,54.38,8233.48,327.21,-9.19,0,15757,2
3.18,9.92,0.16,45.13,54.38,8250.87,339.94,-9.48,0,15808,2
3.35,9.72,-0.77,45.2,54.38,8269.22,348.73,-9.43,0,15859,2
3.36,9.47,-1.66,45.71,54.31,8286.58,343.3,-9.29,0,15913,2
3.31,9.06,-2.46,45.75,54.38,8304.43,335.69,-9.02,0,15960,2
3.32,8.67,-3.13,45.7,54.38,8319.49,326.88,-8.77,0,16011,2
3.26,8.06,-3.97,45.64,54.38,8335.44,318.71,-8.56,0,16061,2
3.28,7.48,-4.52,45.58,54.38,8350.65,310.32,-8.32,0,16115,2
3.27,6.94,-5.18,45.52,54.31,8366.66,302.28,-8.23,0,16163,2
3.24,6.02,-5.66,45.46,54.38,8380.44,293.59,-7.96,0,16215,2
3.21,5.08,-6.16,45.4,54.38,8394.98,285.56,-7.8,0,16267,2
3.34,4,-6.2,45.33,54.38,8409.12,277.75,-7.47,0,16321,2
3.27,3.26,-6.63,45.28,54.38,8423.4,270.07,-7.46,0,16369,2
2.34,2.38,-6.62,45.18,54.38,8435.76,262.86,-6.65,0,16420,2
1.72,1.63,-6.57,44.56,54.31,8449.9,269.29,-6.07,1,16471,2
1.88,0,-6.18,44.38,54.31,8464.68,278.67,-5.9,1,16521,2
2.05,-0.93,-5.35,44.31,54.38,8479.69,288.61,-5.48,1,16574,2
1.6,-0.51,-5.58,44.27,54.38,8496.02,297.55,-5.11,0,16622,2
1.8,-1.83,-4.67,44.23,54.38,8511.29,306.94,-4.98,0,16673,2
2.27,-1.79,-4.08,44.18,54.31,8527.88,315.2,-4.78,0,16724,2
3.46,-2.58,-3.85,44.15,54.38,8544.8,322.54,-5.71,0,16778,2
3.58,-3.06,-3.13,44.28,54.38,8562.58,324.98,-5.63,0,16826,2
3.73,-3.45,-2.7,44.74,54.38,8577.29,314.68,-5.73,0,16877,2
3.63,-3.65,-2.06,44.7,54.31,8592.39,304.43,-5.54,0,16928,2
3.77,-4.02,-1.45,44.64,54.38,8607,294.42,-5.69,0,16983,2
3.87,-4.09,-0.82,44.58,54.38,8622.26,284.98,-5.66,0,17031,2
3.89,-4.25,-0.19,44.53,54.38,8635.01,274.47,-5.72,0,17081,2
3.95,-4.47,0.36,44.48,54.38,8647.81,264.28,-5.92,0,17132,2
3.52,-4.88,1,44.33,54.38,8660.59,256.58,-5.97,0,17186,2
2.91,-4.8,1.29,43.79,54.38,8674.91,260.12,-5.57,0,17234,2
2.85,-4.69,2.26,43.64,54.38,8688.09,266.51,-5.61,0,17285,2
2.69,-4.35,3.15,43.61,54.31,8702.31,271.84,-5.53,0,17336,2
3.64,-5.33,4.27,43.55,54.31,8716.8,277.08,-7.24,0,17390,2
2.98,-3.1,4.95,43.5,54.31,8732.37,281.86,-5.73,0,17438,2
3.48,-3.1,5.4,43.45,54.38,8746.5,287.3,-6.45,0,17490,2
2.99,-2.17,5.66,43.4,54.31,8762.01,291.88,-5.94,0,17541,2
3.36,-1.17,5.92,43.35,54.38,8777.45,296.51,-6.07,0,17594,2
3.49,-0.67,6.49,43.32,54.31,8793.63,299.96,-6.48,0,17642,2
4.48,-0.34,7.01,43.3,54.38,8808.42,303.08,-7.61,0,17693,2
5.19,0.19,7.3,43.43,54.38,8823.82,301.48,-8.36,0,17745,2
4.89,0.98,7.2,43.81,54.38,8838.4,289.91,-8.1,0,17797,2
4.92,1.81,7.41,43.76,54.38,8852.36,278.2,-8.35,0,17851,2
4.98,2.23,7.48,43.73,54.38,8866.24,266.53,-8.62,0,17899,2
3.96,3.78,7.34,43.53,54.31,8878.22,257.18,-7.99,0,17950,2
3.23,4.7,7.62,43.06,54.38,8891.53,258.15,-7.95,0,18000,2
3.73,4.33,6.69,42.95,54.31,8904.75,260.41,-7.9,0,18054,2
3.38,5.81,6.36,42.9,54.38,8919.14,262.6,-7.95,0,18101,2
3.77,5.34,5.97,42.86,54.31,8931.77,264.73,-8.04,0,18152,2
3.87,6.46,6.18,42.82,54.38,8945.54,266.48,-8.77,0,18203,2
3.52,7.17,5.29,42.79,54.38,8959.35,267.76,-8.47,0,18258,2
3.43,8.11,4.89,42.74,54.31,8974.27,268.56,-8.81,0,18307,2
3.06,8.78,4.15,42.68,54.38,8987.66,269.95,-8.71,0,18358,2
4.39,8.06,4.5,42.64,54.31,9001.6,270.74,-9.47,0,18409,2
3.67,9.29,3.14,42.6,54.38,9015.59,271.51,-9.33,0,18463,2
3.62,9.82,2.69,42.56,54.31,9030.36,271.58,-9.58,0,18510,2
3.84,9.58,1.99,42.52,54.31,9043.23,271.73,-9.49,0,18561,2
